TIME,POINT1,POINT2,POINT3
34.840000,578.162744,578.162744,578.162744
34.860000,578.058997,578.058997,578.058997
34.880000,577.955382,577.955382,577.955382
34.900000,577.851898,577.851898,577.851898
34.920000,577.748545,577.748545,577.748545
34.940000,577.645323,577.645323,577.645323
34.960000,577.542231,577.542231,577.542231
34.980000,577.439270,577.439270,577.439270
35.000000,577.336438,577.336438,577.336438
35.020000,577.233736,577.233736,577.233736
35.040000,577.131162,577.131162,577.131162
35.060000,577.028718,577.028718,577.028718
35.080000,576.926402,576.926402,576.926402
35.100000,576.824214,576.824214,576.824214
35.120000,576.722154,576.722154,576.722154
35.140000,576.620221,576.620221,576.620221
35.160000,576.518416,576.518416,576.518416
35.180000,576.416738,576.416738,576.416738
35.200000,576.315186,576.315186,576.315186
35.220000,576.213760,576.213760,576.213760
35.240000,576.112460,576.112460,576.112460
35.260000,576.011286,576.011286,576.011286
35.280000,575.910237,575.910237,575.910237
35.300000,575.809313,575.809313,575.809313
35.320000,575.708514,575.708514,575.708514
35.340000,575.607839,575.607839,575.607839
35.360000,575.507289,575.507289,575.507289
35.380000,575.406862,575.406862,575.406862
35.400000,575.306558,575.306558,575.306558
35.420000,575.206378,575.206378,575.206378
35.440000,575.106320,575.106320,575.106320
35.460000,575.006385,575.006385,575.006385
35.480000,574.906572,574.906572,574.906572
35.500000,574.806881,574.806881,574.806881
35.520000,574.707311,574.707311,574.707311
35.540000,574.607863,574.607863,574.607863
35.560000,574.508536,574.508536,574.508536
35.580000,574.409329,574.409329,574.409329
35.600000,574.310243,574.310243,574.310243
35.620000,574.211277,574.211277,574.211277
35.640000,574.112431,574.112431,574.112431
35.660000,574.013704,574.013704,574.013704
35.680000,573.915097,573.915097,573.915097
35.700000,573.816608,573.816608,573.816608
35.720000,573.718238,573.718238,573.718238
35.740000,573.619986,573.619986,573.619986
35.760000,573.521852,573.521852,573.521852
35.780000,573.423836,573.423836,573.423836
35.800000,573.325937,573.325937,573.325937
35.820000,573.228156,573.228156,573.228156
35.840000,573.130491,573.130491,573.130491
35.860000,573.032943,573.032943,573.032943
35.880000,572.935511,572.935511,572.935511
35.900000,572.838195,572.838195,572.838195
35.920000,572.740994,572.740994,572.740994
35.940000,572.643909,572.643909,572.643909
35.960000,572.546940,572.546940,572.546940
35.980000,572.450084,572.450084,572.450084
36.000000,572.353344,572.353344,572.353344
36.020000,572.256717,572.256717,572.256717
36.040000,572.160205,572.160205,572.160205
36.060000,572.063806,572.063806,572.063806
36.080000,571.967521,571.967521,571.967521
36.100000,571.871349,571.871349,571.871349
36.120000,571.775289,571.775289,571.775289
36.140000,571.679342,571.679342,571.679342
36.160000,571.583507,571.583507,571.583507
36.180000,571.487784,571.487784,571.487784
36.200000,571.392173,571.392173,571.392173
36.220000,571.296674,571.296674,571.296674
