TIME,POINT1,POINT2,POINT3
16.680000,538.374502,538.107231,0.050000
16.700000,538.492402,538.225002,0.050000
16.720000,538.610036,538.342509,0.050000
16.740000,538.727406,538.459750,0.050000
16.760000,538.844511,538.576728,0.050000
16.780000,538.961352,538.693442,0.050000
16.800000,539.077929,538.809892,0.050000
16.820000,539.194243,538.926079,0.050000
16.840000,539.310295,539.042004,0.050000
16.860000,539.426083,539.157666,0.050000
16.880000,539.541610,539.273066,0.050000
16.900000,539.656874,539.388205,0.050000
16.920000,539.771878,539.503082,0.050000
16.940000,539.886620,539.617699,0.050000
16.960000,540.001101,539.732055,0.050000
16.980000,540.115322,539.846151,0.050000
17.000000,540.229283,539.959987,0.050000
17.020000,540.342984,540.073564,0.050000
17.040000,540.456426,540.186881,0.050000
17.060000,540.569609,540.299940,0.050000
17.080000,540.682534,540.412741,0.050000
17.100000,540.795200,540.525284,0.050000
17.120000,540.907609,540.637569,0.050000
17.140000,541.019760,540.749597,0.050000
17.160000,541.131654,540.861368,0.050000
17.180000,541.243292,540.972882,0.050000
17.200000,541.354673,541.084141,0.050000
17.220000,541.465798,541.195144,0.050000
17.240000,541.576667,541.305891,0.050000
17.260000,541.687282,541.416383,0.050000
17.280000,541.797641,541.526621,0.050000
17.300000,541.907746,541.636604,0.050000
17.320000,542.017596,541.746334,0.050000
17.340000,542.127193,541.855810,0.050000
17.360000,542.236537,541.965032,0.050000
17.380000,542.345627,542.074002,0.050000
17.400000,542.454465,542.182719,0.050000
17.420000,542.563050,542.291185,0.050000
17.440000,542.671384,542.399398,0.050000
17.460000,542.779466,542.507360,0.050000
17.480000,542.887296,542.615072,0.050000
17.500000,542.994876,542.722532,0.050000
17.520000,543.102205,542.829742,0.050000
17.540000,543.209284,542.936703,0.050000
17.560000,543.316114,543.043413,0.050000
17.580000,543.422694,543.149875,0.050000
17.600000,543.529024,543.256088,0.050000
17.620000,543.635107,543.362052,0.050000
17.640000,543.740940,543.467768,0.050000
17.660000,543.846526,543.573236,0.050000
17.680000,543.951865,543.678457,0.050000
17.700000,544.056956,543.783432,0.050000
17.720000,544.161800,543.888159,0.050000
17.740000,544.266397,543.992640,0.050000
17.760000,544.370749,544.096875,0.050000
17.780000,544.474855,544.200865,0.050000
17.800000,544.578715,544.304609,0.050000
17.820000,544.682330,544.408109,0.050000
17.840000,544.785700,544.511364,0.050000
17.860000,544.888827,544.614374,0.050000
17.880000,544.991709,544.717142,0.050000
17.900000,545.094347,544.819665,0.050000
17.920000,545.196742,544.921946,0.050000
